date_k;price_ram;Date;Price_gold;process nodes(nm)
29.01.2011;0,0103;2011-01;1360.475;32
29.01.2011;;2011-02;1371.313;32
29.01.2011;;2011-03;1422.848;32
29.01.2011;;2011-04;1474.431;32
01.05.2011;0,01;2011-05;1512.188;32
02.06.2011;0,0085;2011-06;1528.380;32
02.06.2011;;2011-07;1568.526;32
02.06.2011;;2011-08;1759.500;32
01.09.2011;0,0054;2011-09;1780.648;32
01.10.2011;0,0051;2011-10;1667.893;32
01.10.2011;;2011-11;1735.977;32
01.10.2011;;2011-12;1652.725;32
29.01.2012;0,0049;2012-01;1656.095;22
29.01.2012;;2012-02;1743.095;22
29.01.2012;;2012-03;1675.057;22
01.04.2012;0,005;2012-04;1648.539;22
01.05.2012;0,0049;2012-05;1585.114;22
01.05.2012;;2012-06;1595.632;22
30.07.2012;0,0048;2012-07;1592.784;22
30.07.2012;;2012-08;1625.682;22
01.09.2012;0,004;2012-09;1741.925;22
29.10.2012;0,0037;2012-10;1746.348;22
29.10.2012;;2012-11;1724.352;22
29.10.2012;;2012-12;1687.342;22
29.01.2013;0,0054;2013-01;1671.886;22
29.01.2013;;2013-02;1630.688;22
29.01.2013;;2013-03;1591.013;22
29.01.2013;;2013-04;1485.905;22
01.05.2013;0,0067;2013-05;1416.143;22
02.06.2013;0,0061;2013-06;1342.700;22
30.07.2013;0,0073;2013-07;1284.348;22
30.07.2013;;2013-08;1345.048;22
01.09.2013;0,0065;2013-09;1348.464;22
29.10.2013;0,0085;2013-10;1314.402;22
29.10.2013;;2013-11;1277.417;22
01.12.2013;0,0079;2013-12;1221.588;22
29.01.2014;0,0095;2014-01;1243.068;22
29.01.2014;;2014-02;1298.713;14
03.03.2014;0,0079;2014-03;1336.560;14
01.04.2014;0,0073;2014-04;1299.175;14
01.04.2014;;2014-05;1288.913;14
02.06.2014;0,0079;2014-06;1277.857;14
30.07.2014;0,0085;2014-07;1312.989;14
30.07.2014;;2014-08;1297.005;14
01.09.2014;;2014-09;1241.330;14
29.10.2014;;2014-10;1223.565;14
29.10.2014;;2014-11;1176.413;14
29.10.2014;;2014-12;1200.440;14
29.01.2015;0,0073;2015-01;1249.333;14
29.01.2015;;2015-02;1231.100;14
29.01.2015;;2015-03;1180.636;14
01.04.2015;0,0061;2015-04;1198.253;14
01.05.2015;0,0056;2015-05;1197.684;14
01.05.2015;;2015-06;1182.248;14
30.07.2015;0,0045;2015-07;1131.580;14
30.07.2015;;2015-08;1117.525;14
01.09.2015;0,0043;2015-09;1124.905;14
29.10.2015;0,0038;2015-10;1157.123;14
29.10.2015;;2015-11;1088.388;14
