Date;price_ram;Price_gold;processnodes(nm);AMDOpen;AMDHigh;AMDLow;AMDClose;AMDAdjClose;AMDVolume;IntelOpen;IntelHigh;IntelLow;IntelClose;IntelAdjClose;IntelVolume;MicrosoftOpen;MicrosoftHigh;MicrosoftLow;MicrosoftClose;MicrosoftAdjClose;MicrosoftVolume;Micronopen;Micronhigh;Micronlow;Micronclose;Micronvolume;hynixOpen;hynixClose;hynixHigh;hynixLow;Volume;SamsungOpen;SamsungHigh;SamsungLow;SamsungClose;SamsungVolume;tupe_ram;max_stick;maks_desktop_gb
1980-01;6480;674.580;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1980-02;6673.333333;665.893;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1980-03;6866.666667;554.276;3000;0.0;2.5833330154418945;2.5208330154418945;2.541666984558105;2.541666984558105;430800;0.321615;0.326823;0.321615;0.321615;0.193346;9004800;;;;;;;;;;;;;;;;;;;;;;;;
1980-04;7060;516.710;3000;0.0;2.625;2.541666984558105;2.5520830154418945;2.5520830154418945;273600;0.31901;0.324219;0.31901;0.319010;0.19178;7065600;;;;;;;;;;;;;;;;;;;;;;;;
1980-05;7253.333333;514.268;3000;0.0;3.166666984558105;3.03125;3.166666984558105;3.166666984558105;298800;0.354167;0.359375;0.354167;0.354167;0.212915;5721600;;;;;;;;;;;;;;;;;;;;;;;;
1980-06;7446.666667;600.786;3000;0.0;3.072916984558105;3.010416984558105;3.041666984558105;3.041666984558105;205200;0.345052;0.347656;0.342448;0.342448;0.20587;5337600;;;;;;;;;;;;;;;;;;;;;;;;
1980-07;7640;645.750;3000;0.0;4.15625;4.020833015441895;4.1354169845581055;4.1354169845581055;528000;0.441406;0.44401;0.441406;0.441406;0.265361;24384000;;;;;;;;;;;;;;;;;;;;;;;;
1980-08;7833.333333;626.360;3000;0.0;4.28125;4.1354169845581055;4.270833015441895;4.270833015441895;613200;0.457031;0.457031;0.455729;0.455729;0.273972;15552000;;;;;;;;;;;;;;;;;;;;;;;;
1980-09;8026.666667;673.941;3000;0.0;5.177083015441895;4.833333015441895;5.177083015441895;5.177083015441895;811200;0.463542;0.466146;0.463542;0.463542;0.278669;6086400;;;;;;;;;;;;;;;;;;;;;;;;
1980-10;8220;662.270;3000;0.0;4.7916669845581055;4.520833015441895;4.7916669845581055;4.7916669845581055;664800;0.4375;0.440104;0.4375;0.437500;0.263013;16579200;;;;;;;;;;;;;;;;;;;;;;;;
1980-11;8413.333333;623.875;3000;0.0;7.020833015441895;6.9375;6.958333015441895;6.958333015441895;99600;0.489583;0.489583;0.484375;0.484375;0.291193;5088000;;;;;;;;;;;;;;;;;;;;;;;;
1980-12;8606.666667;596.712;3000;0.0;5.8125;5.6666669845581055;5.75;5.75;187200;0.419271;0.424479;0.419271;0.419271;0.252054;6624000;;;;;;;;;;;;;;;;;;;;;;;;
1981-01;8800;557.813;3000;0.0;4.145833015441895;3.8958330154418954;3.9375;3.9375;307800;0.390625;0.390625;0.388021;0.388021;0.233267;8956800;;;;;;;;;;;;;;;;;;;;;;;;
1981-02;8079.833333;500.800;3000;0.0;3.8958330154418954;3.6666669845581055;3.875;3.875;461400;0.364583;0.367188;0.364583;0.364583;0.219177;36057600;;;;;;;;;;;;;;;;;;;;;;;;
1981-03;7359.666667;499.693;3000;0.0;4.395833015441895;4.25;4.3541669845581055;4.3541669845581055;339600;0.380208;0.380208;0.377604;0.377604;0.227005;4742400;;;;;;;;;;;;;;;;;;;;;;;;
1981-04;6639.5;496.625;3000;0.0;4.6041669845581055;4.5;4.5625;4.5625;641400;0.395833;0.395833;0.393229;0.393229;0.236398;7852800;;;;;;;;;;;;;;;;;;;;;;;;
1981-05;5919.333333;480.316;3000;0.0;4.833333015441895;4.7291669845581055;4.75;4.75;240600;0.429688;0.429688;0.427083;0.427083;0.256751;27091200;;;;;;;;;;;;;;;;;;;;;;;;
1981-06;5199.166667;460.500;3000;0.0;4.0;3.875;3.9166669845581055;3.9166669845581055;430800;0.377604;0.377604;0.375;0.375000;0.22544;10243200;;;;;;;;;;;;;;;;;;;;;;;;
1981-07;4479;409.284;3000;0.0;3.416666984558105;3.3333330154418945;3.3333330154418945;3.3333330154418945;439800;0.351563;0.354167;0.351563;0.351563;0.21135;8745600;;;;;;;;;;;;;;;;;;;;;;;;
1981-08;4319.166667;410.240;1500;0.0;3.166666984558105;3.041666984558105;3.0625;3.0625;116400;0.291667;0.294271;0.291667;0.291667;0.175342;5510400;;;;;;;;;;;;;;;;;;;;;;;;
1981-09;4159.333333;443.773;1500;0.0;2.7083330154418945;2.625;2.7083330154418945;2.7083330154418945;142200;0.252604;0.255208;0.252604;0.252604;0.151858;12499200;;;;;;;;;;;;;;;;;;;;;;;;
1981-10;3999.5;437.680;1500;0.0;3.291666984558105;3.166666984558105;3.291666984558105;3.291666984558105;150000;0.296875;0.299479;0.296875;0.296875;0.178473;9139200;;;;;;;;;;;;;;;;;;;;;;;;
1981-11;3839.666667;413.405;1500;0.0;2.8333330154418945;2.729166984558105;2.8333330154418945;2.8333330154418945;300000;0.260417;0.263021;0.260417;0.260417;0.156555;10761600;;;;;;;;;;;;;;;;;;;;;;;;
1981-12;3679.833333;410.119;1500;0.0;2.979166984558105;2.8958330154418945;2.9375;2.9375;253800;0.236979;0.236979;0.234375;0.234375;0.1409;11088000;;;;;;;;;;;;;;;;;;;;;;;;
1982-01;3520;384.163;1500;0.0;3.3333330154418945;3.1875;3.2708330154418945;3.2708330154418945;436800;0.270833;0.273438;0.270833;0.270833;0.162817;19603200;;;;;;;;;;;;;;;;;;;;;;;;
1982-02;3992;374.458;1500;0.0;3.1458330154418945;3.0833330154418945;3.125;3.125;78000;0.265625;0.268229;0.265625;0.265625;0.159686;8764800;;;;;;;;;;;;;;;;;;;;;;;;
1982-03;4464;330.413;1500;0.0;3.8125;3.6875;3.75;3.75;169200;0.299479;0.302083;0.299479;0.299479;0.180039;17529600;;;;;;;;;;;;;;;;;;;;;;;;
1982-04;4050;350.335;1500;0.0;4.208333015441895;4.125;4.1666669845581055;4.1666669845581055;446400;0.330729;0.330729;0.328125;0.328125;0.19726;12297600;;;;;;;;;;;;;;;;;;;;;;;;
1982-05;3636;334.505;1500;0.0;3.9166669845581055;3.875;3.9166669845581055;3.9166669845581055;76800;0.317708;0.320313;0.315104;0.315104;0.189432;10137600;;;;;;;;;;;;;;;;;;;;;;;;
1982-06;3222;314.961;1500;0.0;4.125;4.0416669845581055;4.0416669845581055;4.0416669845581055;306600;0.325521;0.328125;0.325521;0.325521;0.195694;10377600;;;;;;;;;;;;;;;;;;;;;;;;
1982-07;2808;337.895;1500;0.0;4.458333015441895;4.208333015441895;4.208333015441895;4.208333015441895;185400;0.338542;0.338542;0.335938;0.335938;0.201957;13680000;;;;;;;;;;;;;;;;;;;;;;;;
1982-08;2394;363.413;1500;0.0;5.083333015441895;4.958333015441895;5.0416669845581055;5.0416669845581055;985200;0.382813;0.385417;0.382813;0.382813;0.230136;32947200;;;;;;;;;;;;;;;;;;;;;;;;
1982-09;1980;438.150;1500;0.0;4.458333015441895;4.395833015441895;4.4375;4.4375;297000;0.34375;0.34375;0.341146;0.341146;0.205087;26860800;;;;;;;;;;;;;;;;;;;;;;;;
1982-10;2084;422.786;1500;0.0;6.15625;5.375;5.9375;5.9375;436800;0.401042;0.401042;0.377604;0.386719;0.232485;20668800;;;;;;;;;;;;;;;;;;;;;;;;
1982-11;2188;415.114;1500;0.0;6.25;5.53125;6.25;6.25;588000;0.375;0.401042;0.375;0.398438;0.23953;47865600;;;;;;;;;;;;;;;;;;;;;;;;
1982-12;2292;444.776;1500;0.0;6.34375;6.28125;6.28125;6.28125;160800;0.401042;0.403646;0.398438;0.403646;0.242661;8937600;;;;;;;;;;;;;;;;;;;;;;;;
1983-01;2396;481.838;1500;0.0;9.0;8.6875;9.0;9.0;376000;0.445313;0.450521;0.442708;0.447917;0.269275;14428800;;;;;;;;;;;;;;;;;;;;;;;;
1983-02;2344;493.488;1500;0.0;9.3125;9.0625;9.125;9.125;462400;0.489583;0.492188;0.481771;0.484375;0.291193;15100800;;;;;;;;;;;;;;;;;;;;;;;;
1983-03;2292;420.707;1500;9.0;9.5625;8.3125;8.375;8.375;642400;0.5;0.513021;0.5;0.502604;0.302152;16867200;;;;;;;;;;;;;;;;;;;;;;;;
1983-04;2240;433.171;1500;9.40625;9.5;9.3125;9.5;9.5;217200;0.505208;0.518229;0.505208;0.515625;0.309979;12480000;;;;;;;;;;;;;;;;;;;;;;;;
1983-05;2188;437.393;1500;12.125;12.21875;12.09375;12.125;12.125;523600;0.609375;0.611979;0.591146;0.596354;0.358511;12124800;;;;;;;;;;;;;;;;;;;;;;;;
1983-06;2136;413.148;1500;15.9375;16.21875;15.90625;16.125;16.125;618400;0.755208;0.778646;0.752604;0.776042;0.466535;30115200;;;;;;;;;;;;;;;;;;;;;;;;
1983-07;2084;422.645;1500;14.59375;14.875;14.53125;14.875;14.875;572400;0.833333;0.854167;0.8125;0.838542;0.504108;107894400;;;;;;;;;;;;;;;;;;;;;;;;
1983-08;2032;416.205;1500;15.25;15.875;15.125;15.875;15.875;608800;0.809896;0.864583;0.807292;0.854167;0.513502;26409600;;;;;;;;;;;;;;;;;;;;;;;;
1983-09;1980;412.245;1500;15.5;15.5625;14.5;14.5;14.5;540600;0.901042;0.90625;0.854167;0.859375;0.516632;15124800;;;;;;;;;;;;;;;;;;;;;;;;
1983-10;1829.75;394.245;1500;15.6875;15.6875;14.875;15.0;15.0;493600;0.791667;0.807292;0.770833;0.786458;0.472797;31104000;;;;;;;;;;;;;;;;;;;;;;;;
1983-11;1679.5;381.016;1500;17.6875;17.6875;16.75;17.0;17.0;545800;0.885417;0.885417;0.864583;0.869792;0.522895;18528000;;;;;;;;;;;;;;;;;;;;;;;;
1983-12;1529.25;388.060;1500;16.9375;17.125;16.8125;16.8125;16.8125;246600;0.859375;0.875;0.856771;0.875000;0.526026;25622400;;;;;;;;;;;;;;;;;;;;;;;;
1984-01;1379;370.735;1000;14.625;14.6875;14.125;14.375;14.375;1048000;0.744792;0.770833;0.739583;0.765625;0.460272;59755200;;;;;;;;;;;;;;;;;;;;;;;;
1984-02;1371;386.038;1000;14.25;14.5;13.875;14.125;14.125;472000;0.75;0.78125;0.742188;0.776042;0.466535;27710400;;;;;;;;;;;;;;;;;;;;;;;;
1984-03;1363;394.743;1000;14.375;14.4375;14.25;14.25;14.25;340400;0.765625;0.765625;0.729167;0.750000;0.450879;11232000;;;;;;;;;;;;;;;;;;;;;;;;
1984-04;1355;381.371;1000;17.1875;17.4375;17.0625;17.1875;17.1875;941000;0.708333;0.729167;0.703125;0.729167;0.438355;24110400;;;;;;;;;;;;;;;;;;;;;;;;
1984-05;1347;376.957;1000;15.75;16.0;15.375;15.8125;15.8125;559600;0.640625;0.651042;0.635417;0.643229;0.386691;15240000;;;;;;;;;;;;;;;;;;;;;;;;
1984-06;1339;378.314;1000;15.5;15.8125;15.375;15.375;15.375;432800;0.630208;0.640625;0.622396;0.630208;0.378864;20860800;;;;;;;;;;;;;;;;;;;;;;;;
1984-07;1331;347.598;1000;14.125;14.625;14.125;14.5;14.5;430200;0.625;0.645833;0.619792;0.635417;0.381995;17059200;;;;;;;;;;;;;;;;;;;;;;;;
1984-08;1255.833333;347.677;1000;19.625;19.875;19.375;19.6875;19.6875;490000;0.760417;0.765625;0.744792;0.750000;0.450879;15638400;;;;;;;;;;;;;;;;;;;;;;;;
1984-09;1180.666667;340.945;1000;17.4375;17.75;17.25;17.375;17.375;728000;0.635417;0.645833;0.635417;0.645833;0.388257;16344000;;;;;;;;;;;;;;;;;;;;;;;;
1984-10;1105.5;340.217;1000;16.25;16.3125;16.0;16.0;16.0;627000;0.583333;0.59375;0.572917;0.578125;0.347553;22334400;;;;;;;;;;;;;;;;;;;;;;;;
1984-11;1030.333333;341.286;1000;13.625;14.0625;13.625;13.875;13.875;470600;0.59375;0.598958;0.583333;0.593750;0.356946;15984000;;;;;;;;;;;;;;;;;;;;;;;;
1984-12;955.166667;319.622;1000;14.8125;14.875;14.6875;14.75;14.75;298000;0.588542;0.59375;0.583333;0.583333;0.350683;27748800;;;;;;;;;;;;;;;;;;;;;;;;
1985-01;880;302.852;1000;17.8125;17.8125;17.375;17.5625;17.5625;1009400;0.651042;0.65625;0.635417;0.640625;0.385126;20702400;;;;;;;;;;;;;;;;;;;;;;;;
1985-02;840;299.833;1000;16.4375;16.6875;16.4375;16.625;16.625;287000;0.572917;0.588542;0.572917;0.583333;0.350683;10204800;;;;;;;;;;;;;;;;;;;;;;;;
1985-03;800;303.205;1000;16.5625;16.6875;16.5;16.6875;16.6875;454600;0.565104;0.583333;0.5625;0.578125;0.347553;24777600;;;;;;;;;;;;;;;;;;;;;;;;
1985-04;760;324.883;1000;13.625;14.0;13.5;13.9375;13.9375;712000;0.552083;0.572917;0.546875;0.572917;0.344422;21172800;;;;;;;;;;;;;;;;;;;;;;;;
1985-05;720;316.395;1000;13.3125;13.6875;13.25;13.25;13.25;952600;0.526042;0.552083;0.520833;0.549479;0.330332;32323200;;;;;;;;;;;;;;;;;;;;;;;;
1985-06;550;316.298;1000;13.4375;13.4375;13.0;13.0;13.0;788800;0.546875;0.552083;0.536458;0.541667;0.325635;32942400;;;;;;;;;;;;;;;;;;;;;;;;
1985-07;350;317.202;1000;14.5625;14.9375;14.5625;14.875;14.875;736600;0.570313;0.59375;0.567708;0.588542;0.353815;34041600;;;;;;;;;;;;;;;;;;;;;;;;
1985-08;325;330.131;1000;13.75;13.75;13.25;13.25;13.25;295600;0.541667;0.546875;0.536458;0.541667;0.325635;8856000;;;;;;;;;;;;;;;;;;;;;;;;
1985-09;300;323.764;1000;13.4375;13.5;12.875;13.125;13.125;436000;0.546875;0.552083;0.53125;0.536458;0.322504;20198400;;;;;;;;;;;;;;;;;;;;;;;;
1985-10;286.25;326.093;1000;11.8125;11.8125;11.625;11.6875;11.6875;357000;0.536458;0.536458;0.526042;0.531250;0.319373;14452800;;;;;;;;;;;;;;;;;;;;;;;;
1985-11;272.5;325.548;1000;13.8125;13.9375;13.625;13.9375;13.9375;690000;0.604167;0.609375;0.588542;0.593750;0.356946;14212800;;;;;;;;;;;;;;;;;;;;;;;;
1985-12;258.75;321.985;1000;14.5;14.5625;14.3125;14.5;14.5;751200;0.614583;0.619792;0.609375;0.609375;0.366339;24019200;;;;;;;;;;;;;;;;;;;;;;;;
1986-01;245;345.561;1000;14.0625;14.125;13.4375;13.6875;13.6875;1220000;0.583333;0.598958;0.578125;0.588542;0.353815;18355200;;;;;;;;;;;;;;;;;;;;;;;;
1986-02;231.25;339.053;1000;15.9375;16.125;15.5625;15.5625;15.5625;468400;0.588542;0.598958;0.578125;0.578125;0.347553;64003200;;;;;;;;;;;;;;;;;;;;;;;;
1986-03;217.5;346.095;1000;14.5;14.5;14.0625;14.25;14.25;831000;0.546875;0.552083;0.526042;0.541667;0.325635;42926400;0.096354;0.096354;0.09375;0.095486;0.060393;12873600;;;;;;;;;;;;;;;;;;
1986-04;203.75;340.716;1000;14.6875;14.75;14.125;14.1875;14.1875;701200;0.619792;0.625;0.59375;0.593750;0.356946;34891200;0.114583;0.115451;0.109375;0.111979;0.070824;30902400;;;;;;;;;;;;;;;;;;
1986-05;190;342.325;1000;13.3125;13.6875;13.25;13.3125;13.3125;1283000;0.5625;0.578125;0.5625;0.567708;0.34129;21768000;0.118056;0.123264;0.118056;0.121528;0.076864;27072000;;;;;;;;;;;;;;;;;;
1986-06;188.25;342.798;1000;10.6875;10.6875;10.0;10.0;10.0;552200;0.479167;0.494792;0.46875;0.479167;0.288062;19521600;0.103299;0.109375;0.102431;0.106771;0.06753;62352000;;;;;;;;;;;;;;;;;;
1986-07;186.5;348.554;1000;8.125;8.25;7.8125;7.875;7.875;1210000;0.401042;0.416667;0.380208;0.380208;0.22857;51360000;0.099826;0.100694;0.098958;0.098958;0.062589;15638400;;;;;;;;;;;;;;;;;;
1986-08;184.75;376.290;1000;9.5625;9.8125;9.5;9.6875;9.6875;455000;0.463542;0.505208;0.463542;0.479167;0.288062;43963200;0.101563;0.102431;0.097222;0.098958;0.062589;25430400;;;;;;;;;;;;;;;;;;
1986-09;183;418.152;1000;7.875;8.125;7.75;7.875;7.875;647200;0.401042;0.411458;0.395833;0.406250;0.244226;22627200;0.09809;0.099826;0.09809;0.09809;0.06204;5184000;;;;;;;;;;;;;;;;;;
1986-10;181.25;423.863;1000;7.0625;7.1875;6.875;6.875;6.875;562600;0.421875;0.427083;0.416667;0.421875;0.253619;38803200;0.136285;0.138021;0.133681;0.134549;0.085099;63734400;;;;;;;;;;;;;;;;;;
1986-11;179.5;396.983;1000;7.875;7.875;7.6875;7.8125;7.8125;203800;0.46875;0.479167;0.463542;0.479167;0.288062;16459200;0.175347;0.176215;0.171007;0.172743;0.109256;41328000;;;;;;;;;;;;;;;;;;
1986-12;177.75;391.595;1000;6.75;6.9375;6.6875;6.875;6.875;612000;0.442708;0.453125;0.432292;0.437500;0.263013;20222400;0.165799;0.170139;0.165799;0.167535;0.105962;23356800;;;;;;;;;;;;;;;;;;
1987-01;176;408.524;800;8.5625;8.75;8.25;8.75;8.75;1073600;0.59375;0.651042;0.583333;0.651042;0.391388;158400000;0.238715;0.25434;0.235243;0.253906;0.16059;104169600;;;;;;;;;;;;;;;;;;
1987-02;166.5;401.045;800;10.875;11.0;10.6875;10.875;10.875;585200;0.791667;0.796875;0.78125;0.791667;0.475928;45379200;0.268229;0.269965;0.262153;0.266493;0.168551;37555200;;;;;;;;;;;;;;;;;;
1987-03;157;408.848;800;9.625;9.9375;9.5625;9.9375;9.9375;552600;0.8125;0.828125;0.807292;0.817708;0.491583;51840000;0.331597;0.34375;0.331597;0.335938;0.212473;125337600;;;;;;;;;;;;;;;;;;
1987-04;154;439.665;800;11.1875;12.0;10.875;11.0625;11.0625;4040000;0.96875;0.994792;0.96875;0.979167;0.588648;115680000;0.358507;0.368924;0.353299;0.361111;0.228394;88041600;;;;;;;;;;;;;;;;;;
1987-05;155.8;461.650;800;10.625;10.875;10.625;10.8125;10.8125;1070000;0.901042;0.932292;0.901042;0.914063;0.549509;48960000;0.403646;0.41059;0.399306;0.400174;0.253101;80380800;;;;;;;;;;;;;;;;;;
1987-06;157.6;449.282;800;9.625;9.625;9.4375;9.5;9.5;570200;0.921875;0.932292;0.901042;0.916667;0.551075;56160000;0.362847;0.363715;0.353299;0.354167;0.224002;38332800;;;;;;;;;;;;;;;;;;
1987-07;159.4;450.330;800;8.8125;9.1875;8.8125;9.0625;9.0625;1484000;1.010417;1.015625;0.986979;0.994792;0.598041;55200000;0.335069;0.335069;0.319444;0.326389;0.206433;186624000;;;;;;;;;;;;;;;;;;
1987-08;161.2;460.988;800;11.0625;11.0625;10.6875;11.0;11.0;455600;1.104167;1.109375;1.083333;1.098958;0.660663;53760000;0.415799;0.417535;0.405382;0.412326;0.260787;84326400;;;;;;;;;;;;;;;;;;
1987-09;163;460.120;800;11.125;11.1875;10.9375;11.0;11.0;748200;1.192708;1.213542;1.182292;1.203125;0.723285;60960000;0.444444;0.462674;0.444444;0.460069;0.290983;85680000;;;;;;;;;;;;;;;;;;
1987-10;167.75;465.764;800;6.25;6.5;5.6875;5.75;5.75;1967000;0.875;0.90625;0.8125;0.812500;0.488453;128320000;0.345486;0.362847;0.336806;0.345486;0.218512;168480000;;;;;;;;;;;;;;;;;;
1987-11;172.5;468.140;800;4.5625;4.625;4.375;4.625;4.625;1072800;0.679688;0.6875;0.640625;0.671875;0.403912;59840000;0.307292;0.3125;0.28125;0.310764;0.196551;164160000;;;;;;;;;;;;;;;;;;
1987-12;177.25;487.079;800;4.8125;5.0;4.625;4.9375;4.9375;882600;0.824219;0.835938;0.804688;0.828125;0.497846;33920000;0.383681;0.387153;0.373264;0.376736;0.238277;61545600;;;;;;;;;;;;;;;;;;
1988-01;182;477.758;800;4.875;4.875;4.75;4.8125;4.8125;459600;0.78125;0.804688;0.765625;0.796875;0.479059;53120000;0.392361;0.395833;0.378472;0.387153;0.244865;66700800;;;;;;;;;;;;;;;;;;
1988-02;190.5;442.124;800;6.0;6.0625;5.875;6.0;6.0;738400;0.875;0.882813;0.847656;0.882813;0.530722;57920000;0.40625;0.413194;0.402778;0.412326;0.260787;39326400;;;;;;;;;;;;;;;;;;
1988-03;199;443.491;800;5.5;5.5;5.375;5.5;5.5;417400;0.902344;0.921875;0.890625;0.917969;0.551857;30748800;0.378472;0.392361;0.378472;0.392361;0.248159;50256000;;;;;;;;;;;;;;;;;;
1988-04;275.5;451.558;800;7.0625;7.1875;6.9375;7.1875;7.1875;1762800;0.992188;1.0;0.960938;0.968750;0.582386;37760000;0.381944;0.381944;0.376736;0.378472;0.239375;64771200;;;;;;;;;;;;;;;;;;
1988-05;352;451.320;800;7.0;7.5;7.0;7.5;7.5;2180000;0.9375;0.960938;0.929688;0.960938;0.577689;36160000;0.385417;0.404514;0.383681;0.402778;0.254748;44049600;;;;;;;;;;;;;;;;;;
1988-06;428.5;451.657;800;8.0;8.3125;7.875;8.25;8.25;1148400;1.125;1.132813;1.109375;1.128906;0.678667;48016000;0.460069;0.465278;0.458333;0.465278;0.294277;31550400;;;;;;;;;;;;;;;;;;
1988-07;505;437.452;800;6.5625;6.6875;6.4375;6.6875;6.6875;1854000;1.0625;1.09375;1.0625;1.085938;0.652835;37200000;0.40625;0.416667;0.404514;0.413194;0.261336;59385600;;;;;;;;;;;;;;;;;;
1988-08;490.363636;431.064;800;5.9375;5.9375;5.625;5.6875;5.6875;1463400;0.90625;0.914063;0.867188;0.875000;0.526026;47321600;0.357639;0.359375;0.342014;0.347222;0.21961;71884800;;;;;;;;;;;;;;;;;;
1988-09;475.727273;413.439;800;4.875;5.0;4.5;4.625;4.625;4783200;0.867188;0.875;0.851563;0.859375;0.516632;63376000;0.366319;0.368056;0.359375;0.362847;0.229492;37252800;;;;;;;;;;;;;;;;;;
1988-10;461.090909;406.390;800;4.375;4.5625;4.3125;4.5;4.5;981200;0.777344;0.78125;0.757813;0.773438;0.464969;49315200;0.342014;0.342014;0.336806;0.340278;0.215218;41284800;;;;;;;;;;;;;;;;;;
1988-11;446.454545;419.966;800;3.6875;3.8125;3.6875;3.75;3.75;593200;0.640625;0.640625;0.625;0.625000;0.375732;87715200;0.328125;0.331597;0.328125;0.328125;0.207531;35193600;;;;;;;;;;;;;;;;;;
1988-12;431.818182;419.248;800;4.375;4.375;4.25;4.3125;4.3125;674800;0.734375;0.75;0.710938;0.742188;0.446183;49161600;0.371528;0.376736;0.369792;0.369792;0.233885;63820800;;;;;;;;;;;;;;;;;;
1989-01;417.181818;404.445;800;4.5;4.5625;4.4375;4.5625;4.5625;994800;0.804688;0.8125;0.789063;0.812500;0.488453;34124800;0.409722;0.418403;0.40625;0.414063;0.261885;125092800;;;;;;;;;;;;;;;;;;
1989-02;402.545455;387.973;800;4.1875;4.1875;4.0625;4.125;4.125;664000;0.796875;0.820313;0.796875;0.804688;0.483756;56684800;0.416667;0.418403;0.409722;0.413194;0.261336;43444800;;;;;;;;;;;;;;;;;;
1989-03;387.909091;390.274;800;4.125;4.25;4.125;4.25;4.25;920400;0.796875;0.828125;0.789063;0.820313;0.493149;43219200;0.347222;0.348958;0.34375;0.346354;0.219061;29736000;;;;;;;;;;;;;;;;;;
1989-04;373.272727;384.720;800;4.5;4.5;4.4375;4.4375;4.4375;129600;0.90625;0.90625;0.890625;0.906250;0.544812;21404800;0.380208;0.390625;0.373264;0.388021;0.245414;69782400;;;;;;;;;;;;;;;;;;
1989-05;358.636364;371.350;800;5.125;5.25;5.0625;5.1875;5.1875;1879600;1.007813;1.03125;1.007813;1.015625;0.610565;22540800;0.409722;0.423611;0.409722;0.420139;0.265728;80971200;2.3773;2.4263;2.3646;2.4018;2776000;;;;;;;;;;;;;
1989-06;344;367.727;800;4.8125;4.9375;4.8125;4.875;4.875;714200;0.898438;0.90625;0.875;0.906250;0.544812;59449600;0.361111;0.371528;0.355903;0.368056;0.232787;67248000;1.8136;1.8381;1.7156;1.8136;9602000;;;;;;;;;;;;;
1989-07;188;375.210;800;4.25;4.3125;4.25;4.3125;4.3125;406000;0.929688;0.953125;0.921875;0.953125;0.572992;31830400;0.375;0.381944;0.373264;0.380208;0.240473;33336000;1.4097;1.4215;1.2862;1.3107;7104800;;;;;;;;;;;;;
1989-08;164.333333;365.548;800;4.1875;4.3125;4.125;4.3125;4.3125;483000;0.9375;0.945313;0.929688;0.937500;0.563599;27459200;0.413194;0.414931;0.407986;0.407986;0.258042;14198400;1.397;1.4333;1.3852;1.4097;5014000;;;;;;;;;;;;;
1989-09;140.666667;361.798;800;4.4375;4.5;4.375;4.4375;4.4375;652200;0.992188;1.015625;0.992188;1.007813;0.605869;62188800;0.472222;0.482639;0.470486;0.475694;0.300865;64324800;1.2627;1.2744;1.2499;1.2744;1288000;;;;;;;;;;;;;
1989-10;117;366.800;800;3.9375;4.0;3.875;3.9375;3.9375;470000;1.015625;1.054688;1.007813;1.054688;0.634049;42764800;0.557292;0.569444;0.555556;0.567708;0.359062;56563200;1.0048;1.0411;1.0048;1.0294;3424800;;;;;;;;;;;;;
1989-11;115;394.361;800;3.75;3.75;3.6875;3.75;3.75;395800;1.085938;1.09375;1.070313;1.085938;0.652835;64521600;0.583333;0.605903;0.581597;0.604167;0.382121;111211200;0.9803;0.9931;0.9686;0.9803;1860000;;;;;;;;;;;;;
1989-12;113;409.655;800;3.875;3.9375;3.8125;3.9375;3.9375;1317000;1.070313;1.082031;1.0625;1.078125;0.648139;23689600;0.59375;0.612847;0.592014;0.604167;0.382121;77630400;0.9558;0.9686;0.9431;0.9558;3530000;;;;;;;;;;;;;
1990-01;106;410.118;800;3.625;3.75;3.625;3.625;3.625;844200;1.1875;1.234375;1.179688;1.234375;0.742072;94470400;0.638889;0.642361;0.633681;0.642361;0.406278;112939200;0.7107;0.7725;0.698;0.7598;3430000;;;;;;;;;;;;;
1990-02;102.15;416.543;800;4.3125;4.375;4.125;4.125;4.125;1223600;1.234375;1.257813;1.234375;1.257813;0.756162;41097600;0.680556;0.692708;0.680556;0.685764;0.43373;39312000;1.2009;1.2254;1.1646;1.1882;2532800;;;;;;;;;;;;;
1990-03;98.3;393.661;600;4.625;4.625;4.5;4.5625;4.5625;1195400;1.304688;1.335938;1.304688;1.304688;0.784342;44684800;0.763889;0.770833;0.758681;0.769097;0.486436;36691200;1.2127;1.2127;1.1764;1.2009;1624800;;;;;;;;;;;;;
1990-04;95.366667;374.929;600;4.25;4.375;4.25;4.375;4.375;230200;1.226563;1.242188;1.210938;1.234375;0.742072;29436800;0.78125;0.805556;0.774306;0.805556;0.509495;51451200;1.1882;1.2127;1.1646;1.2009;2494000;;;;;;;;;;;;;
1990-05;92.433333;368.855;600;5.3125;5.375;5.25;5.25;5.25;1009800;1.484375;1.507813;1.476563;1.507813;0.906455;41929600;1.038194;1.048611;1.006944;1.013889;0.641261;69436800;1.3607;1.3607;1.2989;1.3235;4118800;;;;;;;;;;;;;
1990-06;89.5;352.657;600;4.6875;4.75;4.625;4.75;4.75;570600;1.453125;1.496094;1.441406;1.468750;0.882972;39324800;1.0625;1.0625;1.045139;1.055556;0.667615;34956000;1.2499;1.2989;1.2499;1.2989;5666000;;;;;;;;;;;;;
1990-07;81.1;361.820;600;3.5625;3.5625;3.4375;3.5;3.5;392400;1.351563;1.390625;1.351563;1.390625;0.836005;35126400;0.947917;0.953125;0.916667;0.923611;0.584162;42307200;1.1274;1.1401;1.0901;1.1029;1008000;;;;;;;;;;;;;
